#NUM_EXPEDIENTE_PETICAO,DESC_FILA_ANALISE,DESC_SUB_FILA_LISTA_ANALISE,DESC_GRUPO_ETAPA_CICLO_ANALISE,TEMPO
195290121,PÓS-REGISTRO,Específicos - Menor complexidade,Análise em Andamento,0
195290121,PÓS-REGISTRO,Específicos - Menor complexidade,Finalização,12
195307129,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,29
195307129,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,15
195307129,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,0
195307129,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,12
195322122,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,50
195322122,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,22
195322122,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,0
195322122,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,12
195567195,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,186
196868048,REGISTRO,Genéricos e Similares,Fila de Análise,2414
196868048,REGISTRO,Genéricos e Similares,Finalização,47
200016154,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,27
200016154,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,35
200016154,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,0
200016154,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,5
201738125,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,26
201738125,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,43
201738125,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,0
201738125,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,5
201947067,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,16
201947067,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,16
202084070,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,10
202084070,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,574
202084070,RENOVAÇÃO,"Genéricos, Novos e Similares",Outras Etapas,19
203113052,REGISTRO,Genéricos e Similares,Fila de Análise,1581
203113052,REGISTRO,Genéricos e Similares,Análise em Andamento,141
203113052,REGISTRO,Genéricos e Similares,Finalização,5
203545126,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Fila de Análise,16
203545126,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Finalização,26
203545126,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Análise em Andamento,0
203545126,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Finalização,5
207846155,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,27
207846155,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,463
207846155,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,0
210193109,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,582
211017102,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,99
211017102,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,12
211017102,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,0
211017102,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,7
212660195,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,179
214798200,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,99
214798200,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Exigência,134
216342080,REGISTRO,Genéricos e Similares,Fila de Análise,7
216342080,REGISTRO,Genéricos e Similares,Análise em Andamento,87
216342080,REGISTRO,Genéricos e Similares,Exigência,102
216342080,REGISTRO,Genéricos e Similares,Análise em Andamento,32
216342080,REGISTRO,Genéricos e Similares,Análise de Cumprimento de Exigência,0
216342080,REGISTRO,Genéricos e Similares,Finalização,6
218076046,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,3278
218536109,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,1054
218536109,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,22
218536109,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,0
218536109,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,6
218545108,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,2794
218545108,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Exigência,41
218545108,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise de Cumprimento de Exigência,90
218559108,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,172
218559108,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,3865
218559108,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,6
218791134,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,334
219493087,REGISTRO,Genéricos e Similares,Fila de Análise,7
219493087,REGISTRO,Genéricos e Similares,Análise em Andamento,87
219493087,REGISTRO,Genéricos e Similares,Exigência,32
219493087,REGISTRO,Genéricos e Similares,Análise em Andamento,77
219493087,REGISTRO,Genéricos e Similares,Análise de Cumprimento de Exigência,7
219493087,REGISTRO,Genéricos e Similares,Análise em Andamento,23
219493087,REGISTRO,Genéricos e Similares,Finalização,12
219493087,REGISTRO,Genéricos e Similares,Recurso,70
227691037,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,216
227691037,RENOVAÇÃO,"Genéricos, Novos e Similares",Exigência,36
227691037,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise de Cumprimento de Exigência,0
227691037,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,62
227691037,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise de Cumprimento de Exigência,0
227691037,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,7
228433092,RENOVAÇÃO,Específicos,Fila de Análise,264
228433092,RENOVAÇÃO,Específicos,Análise em Andamento,14
228433092,RENOVAÇÃO,Específicos,Exigência,9
228433092,RENOVAÇÃO,Específicos,Análise em Andamento,23
228433092,RENOVAÇÃO,Específicos,Finalização,90
228433092,RENOVAÇÃO,Específicos,Análise em Andamento,0
228433092,RENOVAÇÃO,Específicos,Análise de Cumprimento de Exigência,0
228433092,RENOVAÇÃO,Específicos,Finalização,4
228910065,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Fila de Análise,1027
229663052,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Fila de Análise,13
229663052,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Finalização,34
229663052,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Análise em Andamento,0
229663052,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Finalização,6
234828064,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,334
234828064,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise em Andamento,463
234828064,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Finalização,1
234828064,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise em Andamento,0
234828064,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Finalização,5
234835077,REGISTRO,Genéricos e Similares,Fila de Análise,7
234835077,REGISTRO,Genéricos e Similares,Análise em Andamento,76
234835077,REGISTRO,Genéricos e Similares,Exigência,54
234835077,REGISTRO,Genéricos e Similares,Análise de Cumprimento de Exigência,0
234835077,REGISTRO,Genéricos e Similares,Análise em Andamento,176
234835077,REGISTRO,Genéricos e Similares,Análise de Cumprimento de Exigência,0
234835077,REGISTRO,Genéricos e Similares,Finalização,6
235717068,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,146
235717068,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise em Andamento,736
235717068,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Finalização,21
242595145,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,67
242595145,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,10
242896092,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,234
242896092,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,49
242896092,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,11
244566142,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,15
244566142,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,314
244566142,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,14
246999065,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,218
246999065,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,22
246999065,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,0
246999065,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,17
249033191,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,217
249033191,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,990
249033191,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,0
249033191,RENOVAÇÃO,"Genéricos, Novos e Similares",Outras Etapas,24
260736171,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Fila de Análise,133
260736171,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Análise em Andamento,27
260736171,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Finalização,62
262089208,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,81
264281206,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,81
265172156,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,215
265172156,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,1989
265172156,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,6
268099148,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,240
268684188,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,208
268684188,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,1347
268684188,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,0
268687182,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,208
268687182,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,76
268687182,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,0
268917081,REGISTRO,Genéricos e Similares,Fila de Análise,8
268917081,REGISTRO,Genéricos e Similares,Análise em Andamento,89
268917081,REGISTRO,Genéricos e Similares,Exigência,43
268917081,REGISTRO,Genéricos e Similares,Análise em Andamento,65
268917081,REGISTRO,Genéricos e Similares,Sobrestado Externo,112
268917081,REGISTRO,Genéricos e Similares,Análise de Cumprimento de Exigência,1
268917081,REGISTRO,Genéricos e Similares,Finalização,73
269145181,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Fila de Análise,26
269181187,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Fila de Análise,26
270946095,RENOVAÇÃO,Específicos,Fila de Análise,223
270946095,RENOVAÇÃO,Específicos,Análise em Andamento,4
270946095,RENOVAÇÃO,Específicos,Exigência,24
270946095,RENOVAÇÃO,Específicos,Análise de Cumprimento de Exigência,2
270946095,RENOVAÇÃO,Específicos,Análise em Andamento,19
270946095,RENOVAÇÃO,Específicos,Análise de Cumprimento de Exigência,2
270946095,RENOVAÇÃO,Específicos,Análise em Andamento,1
270946095,RENOVAÇÃO,Específicos,Exigência,89
270946095,RENOVAÇÃO,Específicos,Análise de Cumprimento de Exigência,6
270946095,RENOVAÇÃO,Específicos,Análise em Andamento,49
270946095,RENOVAÇÃO,Específicos,Análise de Cumprimento de Exigência,2
270946095,RENOVAÇÃO,Específicos,Análise em Andamento,1
270946095,RENOVAÇÃO,Específicos,Exigência,78
270946095,RENOVAÇÃO,Específicos,Análise de Cumprimento de Exigência,4
270946095,RENOVAÇÃO,Específicos,Análise em Andamento,29
270946095,RENOVAÇÃO,Específicos,Análise de Cumprimento de Exigência,0
270946095,RENOVAÇÃO,Específicos,Finalização,26
271632101,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,154
271632101,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,507
271632101,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,53
275932152,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,6
275932152,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise em Andamento,13
275932152,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Finalização,26
283495102,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,296
283495102,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,7
283495102,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,11
284204061,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,53
284204061,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Finalização,6
284204061,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise em Andamento,0
284204061,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Finalização,11
291027046,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,0
296577081,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Fila de Análise,3
296577081,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Análise em Andamento,18
296577081,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Finalização,7
298490083,REGISTRO,Específicos,Fila de Análise,3
298490083,REGISTRO,Específicos,Análise em Andamento,77
298490083,REGISTRO,Específicos,Finalização,11
300474151,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Fila de Análise,232
304987156,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,22
304987156,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,1750
304987156,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,0
305732121,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,32
305732121,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,16
305732121,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,0
305732121,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,5
306047091,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Fila de Análise,10
306047091,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Finalização,25
306061096,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Fila de Análise,763
306061096,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Análise em Andamento,29
306061096,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Exigência,30
306061096,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Análise de Cumprimento de Exigência,1
306061096,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Análise em Andamento,60
306061096,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Finalização,8
306061096,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Análise de Cumprimento de Exigência,0
306061096,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Finalização,5
312983097,PÓS-REGISTRO,Fitoterápicos - Menor complexidade,Fila de Análise,201
312983097,PÓS-REGISTRO,Fitoterápicos - Menor complexidade,Análise em Andamento,4
312983097,PÓS-REGISTRO,Fitoterápicos - Menor complexidade,Exigência,7
312983097,PÓS-REGISTRO,Fitoterápicos - Menor complexidade,Análise de Cumprimento de Exigência,4
312983097,PÓS-REGISTRO,Fitoterápicos - Menor complexidade,Análise em Andamento,9
312983097,PÓS-REGISTRO,Fitoterápicos - Menor complexidade,Finalização,19
312983097,PÓS-REGISTRO,Fitoterápicos - Menor complexidade,Análise em Andamento,0
312983097,PÓS-REGISTRO,Fitoterápicos - Menor complexidade,Análise de Cumprimento de Exigência,0
312983097,PÓS-REGISTRO,Fitoterápicos - Menor complexidade,Finalização,6
313689112,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,245
313689112,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,36
313689112,RENOVAÇÃO,"Genéricos, Novos e Similares",Exigência,28
313689112,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,13
313689112,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise de Cumprimento de Exigência,0
313689112,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,12
314435206,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Fila de Análise,0
315361204,PÓS-REGISTRO,Fitoterápicos - Menor complexidade,Fila de Análise,4
315361204,PÓS-REGISTRO,Fitoterápicos - Menor complexidade,Finalização,6
315788111,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,15
315788111,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,3
315788111,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Exigência,21
315788111,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise de Cumprimento de Exigência,0
315788111,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,665
315788111,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise de Cumprimento de Exigência,0
315788111,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,0
316242057,REGISTRO,Específicos,Fila de Análise,37
316242057,REGISTRO,Específicos,Análise em Andamento,40
316242057,REGISTRO,Específicos,Exigência,31
316242057,REGISTRO,Específicos,Análise de Cumprimento de Exigência,0
316242057,REGISTRO,Específicos,Análise em Andamento,5
316242057,REGISTRO,Específicos,Análise de Cumprimento de Exigência,28
316242057,REGISTRO,Específicos,Finalização,26
319741137,REGISTRO,Clones,Fila de Análise,2
319741137,REGISTRO,Clones,Análise em Andamento,495
319741137,REGISTRO,Clones,Finalização,8
319741137,REGISTRO,Clones,Análise em Andamento,0
319741137,REGISTRO,Clones,Finalização,4
322039057,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,82
322039057,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,1
322039057,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,20
322039057,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,0
322039057,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,6
323886095,REGISTRO,Genéricos e Similares,Fila de Análise,275
323886095,REGISTRO,Genéricos e Similares,Análise em Andamento,34
323886095,REGISTRO,Genéricos e Similares,Exigência,47
323886095,REGISTRO,Genéricos e Similares,Análise em Andamento,148
323886095,REGISTRO,Genéricos e Similares,Análise de Cumprimento de Exigência,8
323886095,REGISTRO,Genéricos e Similares,Análise em Andamento,0
323886095,REGISTRO,Genéricos e Similares,Exigência,78
323886095,REGISTRO,Genéricos e Similares,Análise de Cumprimento de Exigência,1
323886095,REGISTRO,Genéricos e Similares,Análise em Andamento,48
323886095,REGISTRO,Genéricos e Similares,Análise de Cumprimento de Exigência,1
323886095,REGISTRO,Genéricos e Similares,Finalização,18
325591103,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,569
325591103,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,70
325591103,RENOVAÇÃO,"Genéricos, Novos e Similares",Exigência,29
325591103,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,26
325591103,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise de Cumprimento de Exigência,0
325591103,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,12
325703137,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,2217
330764086,REGISTRO,Genéricos e Similares,Fila de Análise,118
330764086,REGISTRO,Genéricos e Similares,Análise em Andamento,4
330764086,REGISTRO,Genéricos e Similares,Exigência,91
330764086,REGISTRO,Genéricos e Similares,Análise de Cumprimento de Exigência,0
330764086,REGISTRO,Genéricos e Similares,Análise em Andamento,10
330764086,REGISTRO,Genéricos e Similares,Análise de Cumprimento de Exigência,1
330764086,REGISTRO,Genéricos e Similares,Análise em Andamento,2
330764086,REGISTRO,Genéricos e Similares,Exigência,69
330764086,REGISTRO,Genéricos e Similares,Análise de Cumprimento de Exigência,0
330764086,REGISTRO,Genéricos e Similares,Análise em Andamento,13
330764086,REGISTRO,Genéricos e Similares,Análise de Cumprimento de Exigência,1
330764086,REGISTRO,Genéricos e Similares,Finalização,20
330788083,REGISTRO,Genéricos e Similares,Fila de Análise,119
330788083,REGISTRO,Genéricos e Similares,Análise em Andamento,1
330788083,REGISTRO,Genéricos e Similares,Exigência,30
330788083,REGISTRO,Genéricos e Similares,Análise em Andamento,11
330788083,REGISTRO,Genéricos e Similares,Análise de Cumprimento de Exigência,49
330788083,REGISTRO,Genéricos e Similares,Análise em Andamento,1
330788083,REGISTRO,Genéricos e Similares,Exigência,2
330788083,REGISTRO,Genéricos e Similares,Análise em Andamento,31
330788083,REGISTRO,Genéricos e Similares,Finalização,31
330788083,REGISTRO,Genéricos e Similares,Análise de Cumprimento de Exigência,0
330788083,REGISTRO,Genéricos e Similares,Finalização,4
331020145,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,244
341521190,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,241
341521190,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,939
341521190,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,0
341521190,RENOVAÇÃO,"Genéricos, Novos e Similares",Outras Etapas,24
342456061,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,293
342456061,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,568
342456061,RENOVAÇÃO,"Genéricos, Novos e Similares",Outras Etapas,1243
342584203,"Bula, Rotulagem e Nome Comercial","Análise de bula, dizeres de rotulagem e nome comercial",Fila de Análise,239
342584203,"Bula, Rotulagem e Nome Comercial","Análise de bula, dizeres de rotulagem e nome comercial",Análise em Andamento,1
342584203,"Bula, Rotulagem e Nome Comercial","Análise de bula, dizeres de rotulagem e nome comercial",Exigência,97
342584203,"Bula, Rotulagem e Nome Comercial","Análise de bula, dizeres de rotulagem e nome comercial",Análise de Cumprimento de Exigência,1
342584203,"Bula, Rotulagem e Nome Comercial","Análise de bula, dizeres de rotulagem e nome comercial",Análise em Andamento,0
342584203,"Bula, Rotulagem e Nome Comercial","Análise de bula, dizeres de rotulagem e nome comercial",Finalização,0
342966071,PÓS-REGISTRO,Específicos - Menor complexidade,Fila de Análise,2
342966071,PÓS-REGISTRO,Específicos - Menor complexidade,Análise em Andamento,15
342966071,PÓS-REGISTRO,Específicos - Menor complexidade,Finalização,10
343337044,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,925
343337044,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,4
343337044,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Exigência,32
343337044,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise de Cumprimento de Exigência,0
343337044,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,77
343337044,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise de Cumprimento de Exigência,0
343337044,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,10
346732065,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,7
346732065,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,500
346732065,RENOVAÇÃO,"Genéricos, Novos e Similares",Exigência,29
346732065,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise de Cumprimento de Exigência,0
346732065,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,121
346732065,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise de Cumprimento de Exigência,0
346732065,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,5
348078180,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,199
348078180,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,4
348078180,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,0
348078180,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,7
348697134,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,71
348697134,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,11
348697134,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,0
348697134,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,13
350223066,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,11
350223066,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,489
350223066,RENOVAÇÃO,"Genéricos, Novos e Similares",Exigência,36
350223066,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise de Cumprimento de Exigência,0
350223066,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,36
350223066,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise de Cumprimento de Exigência,0
350223066,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,1
350223066,RENOVAÇÃO,"Genéricos, Novos e Similares",Exigência,32
350223066,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise de Cumprimento de Exigência,0
350223066,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,11
350223066,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise de Cumprimento de Exigência,0
350223066,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,3
350694051,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,21
350694051,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Exigência,33
350694051,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise de Cumprimento de Exigência,0
350694051,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise em Andamento,14
350694051,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Finalização,20
350694051,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise em Andamento,0
350694051,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise de Cumprimento de Exigência,0
