STATUS,NOME PRODUTO,TIPO DE PETIÇÃO,ASSUNTO PETIÇÃO,Nº PROCESSO,PROTOCOLO,EXPEDIENTE,"SITUAÇÃO ANVISA
Encontra-se: ",FILA DE ANÁLISE / LISTA DE ANÁLISE,CATEGORIA MEDICAMENTO,ÁREA DE INTERESSE,FILA,SUBFILA,DATA DE PROTOCOLO,DATA DE DEFERIMENTO,PRAZO MAXIMO DECISAO FINAL ANVISA (PRAZO INICIAL),PRAZO MAXIMO DECISAO FINAL ANVISA (PRORROGAÇÃO),Últ Atualização,Últ. Posição,Data,Posição
Petição encerrada,DERMONASE (NISTATINA + ÓXIDO DE ZINCO),Renovação de Registro,142 - SIMILAR - Renovação de Registro de Medicamento,25351.471439/2009-28,25352.109178/2019-74,0142454/19-8,"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início:  13/07/2022
Encontra-se na: GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS",FILA DE ANÁLISE,SIMILAR,MEDICAMENTO,RENOVAÇÃO,"GENÉRICOS, NOVOS E SIMILARES",2019-02-14,,2020-02-14,2020-06-15,2021-06-30,62.0,2021-11-12,62
Petição encerrada,DERMONASE (NISTATINA + ÓXIDO DE ZINCO),Renovação de Registro,142 - SIMILAR - Renovação de Registro de Medicamento,25351.471439/2009-28,25352.109178/2019-74,0142454/19-8,"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início:  13/07/2022
Encontra-se na: GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS",FILA DE ANÁLISE,SIMILAR,MEDICAMENTO,RENOVAÇÃO,"GENÉRICOS, NOVOS E SIMILARES",2019-02-14,,2020-02-14,2020-06-15,2021-06-30,62.0,2021-11-19,62
Petição encerrada,DERMONASE (NISTATINA + ÓXIDO DE ZINCO),Renovação de Registro,142 - SIMILAR - Renovação de Registro de Medicamento,25351.471439/2009-28,25352.109178/2019-74,0142454/19-8,"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início:  13/07/2022
Encontra-se na: GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS",FILA DE ANÁLISE,SIMILAR,MEDICAMENTO,RENOVAÇÃO,"GENÉRICOS, NOVOS E SIMILARES",2019-02-14,,2020-02-14,2020-06-15,2021-06-30,62.0,2021-11-26,61
Petição encerrada,DERMONASE (NISTATINA + ÓXIDO DE ZINCO),Renovação de Registro,142 - SIMILAR - Renovação de Registro de Medicamento,25351.471439/2009-28,25352.109178/2019-74,0142454/19-8,"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início:  13/07/2022
Encontra-se na: GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS",FILA DE ANÁLISE,SIMILAR,MEDICAMENTO,RENOVAÇÃO,"GENÉRICOS, NOVOS E SIMILARES",2019-02-14,,2020-02-14,2020-06-15,2021-06-30,62.0,2021-12-03,61
Petição encerrada,DERMONASE (NISTATINA + ÓXIDO DE ZINCO),Renovação de Registro,142 - SIMILAR - Renovação de Registro de Medicamento,25351.471439/2009-28,25352.109178/2019-74,0142454/19-8,"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início:  13/07/2022
Encontra-se na: GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS",FILA DE ANÁLISE,SIMILAR,MEDICAMENTO,RENOVAÇÃO,"GENÉRICOS, NOVOS E SIMILARES",2019-02-14,,2020-02-14,2020-06-15,2021-06-30,62.0,2021-12-10,61
Petição encerrada,DERMONASE (NISTATINA + ÓXIDO DE ZINCO),Renovação de Registro,142 - SIMILAR - Renovação de Registro de Medicamento,25351.471439/2009-28,25352.109178/2019-74,0142454/19-8,"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início:  13/07/2022
Encontra-se na: GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS",FILA DE ANÁLISE,SIMILAR,MEDICAMENTO,RENOVAÇÃO,"GENÉRICOS, NOVOS E SIMILARES",2019-02-14,,2020-02-14,2020-06-15,2021-06-30,62.0,2021-12-17,61
Petição encerrada,DERMONASE (NISTATINA + ÓXIDO DE ZINCO),Renovação de Registro,142 - SIMILAR - Renovação de Registro de Medicamento,25351.471439/2009-28,25352.109178/2019-74,0142454/19-8,"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início:  13/07/2022
Encontra-se na: GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS",FILA DE ANÁLISE,SIMILAR,MEDICAMENTO,RENOVAÇÃO,"GENÉRICOS, NOVOS E SIMILARES",2019-02-14,,2020-02-14,2020-06-15,2021-06-30,62.0,2021-12-23,61
Petição encerrada,DERMONASE (NISTATINA + ÓXIDO DE ZINCO),Renovação de Registro,142 - SIMILAR - Renovação de Registro de Medicamento,25351.471439/2009-28,25352.109178/2019-74,0142454/19-8,"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início:  13/07/2022
Encontra-se na: GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS",FILA DE ANÁLISE,SIMILAR,MEDICAMENTO,RENOVAÇÃO,"GENÉRICOS, NOVOS E SIMILARES",2019-02-14,,2020-02-14,2020-06-15,2021-06-30,62.0,2021-12-30,61
Petição encerrada,DERMONASE (NISTATINA + ÓXIDO DE ZINCO),Renovação de Registro,142 - SIMILAR - Renovação de Registro de Medicamento,25351.471439/2009-28,25352.109178/2019-74,0142454/19-8,"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início:  13/07/2022
Encontra-se na: GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS",FILA DE ANÁLISE,SIMILAR,MEDICAMENTO,RENOVAÇÃO,"GENÉRICOS, NOVOS E SIMILARES",2019-02-14,,2020-02-14,2020-06-15,2021-06-30,62.0,2022-01-05,61
Petição encerrada,DERMONASE (NISTATINA + ÓXIDO DE ZINCO),Renovação de Registro,142 - SIMILAR - Renovação de Registro de Medicamento,25351.471439/2009-28,25352.109178/2019-74,0142454/19-8,"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início:  13/07/2022
Encontra-se na: GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS",FILA DE ANÁLISE,SIMILAR,MEDICAMENTO,RENOVAÇÃO,"GENÉRICOS, NOVOS E SIMILARES",2019-02-14,,2020-02-14,2020-06-15,2021-06-30,62.0,2022-01-11,60
Petição encerrada,DERMONASE (NISTATINA + ÓXIDO DE ZINCO),Renovação de Registro,142 - SIMILAR - Renovação de Registro de Medicamento,25351.471439/2009-28,25352.109178/2019-74,0142454/19-8,"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início:  13/07/2022
Encontra-se na: GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS",FILA DE ANÁLISE,SIMILAR,MEDICAMENTO,RENOVAÇÃO,"GENÉRICOS, NOVOS E SIMILARES",2019-02-14,,2020-02-14,2020-06-15,2021-06-30,62.0,2022-01-18,60
Petição encerrada,DERMONASE (NISTATINA + ÓXIDO DE ZINCO),Renovação de Registro,142 - SIMILAR - Renovação de Registro de Medicamento,25351.471439/2009-28,25352.109178/2019-74,0142454/19-8,"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início:  13/07/2022
Encontra-se na: GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS",FILA DE ANÁLISE,SIMILAR,MEDICAMENTO,RENOVAÇÃO,"GENÉRICOS, NOVOS E SIMILARES",2019-02-14,,2020-02-14,2020-06-15,2021-06-30,62.0,2022-01-25,60
Petição encerrada,DERMONASE (NISTATINA + ÓXIDO DE ZINCO),Renovação de Registro,142 - SIMILAR - Renovação de Registro de Medicamento,25351.471439/2009-28,25352.109178/2019-74,0142454/19-8,"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início:  13/07/2022
Encontra-se na: GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS",FILA DE ANÁLISE,SIMILAR,MEDICAMENTO,RENOVAÇÃO,"GENÉRICOS, NOVOS E SIMILARES",2019-02-14,,2020-02-14,2020-06-15,2021-06-30,62.0,2022-02-01,60
Petição encerrada,DERMONASE (NISTATINA + ÓXIDO DE ZINCO),Renovação de Registro,142 - SIMILAR - Renovação de Registro de Medicamento,25351.471439/2009-28,25352.109178/2019-74,0142454/19-8,"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início:  13/07/2022
Encontra-se na: GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS",FILA DE ANÁLISE,SIMILAR,MEDICAMENTO,RENOVAÇÃO,"GENÉRICOS, NOVOS E SIMILARES",2019-02-14,,2020-02-14,2020-06-15,2021-06-30,62.0,2022-02-08,60
Petição encerrada,DERMONASE (NISTATINA + ÓXIDO DE ZINCO),Renovação de Registro,142 - SIMILAR - Renovação de Registro de Medicamento,25351.471439/2009-28,25352.109178/2019-74,0142454/19-8,"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início:  13/07/2022
Encontra-se na: GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS",FILA DE ANÁLISE,SIMILAR,MEDICAMENTO,RENOVAÇÃO,"GENÉRICOS, NOVOS E SIMILARES",2019-02-14,,2020-02-14,2020-06-15,2021-06-30,62.0,2022-02-15,60
Petição encerrada,DERMONASE (NISTATINA + ÓXIDO DE ZINCO),Renovação de Registro,142 - SIMILAR - Renovação de Registro de Medicamento,25351.471439/2009-28,25352.109178/2019-74,0142454/19-8,"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início:  13/07/2022
Encontra-se na: GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS",FILA DE ANÁLISE,SIMILAR,MEDICAMENTO,RENOVAÇÃO,"GENÉRICOS, NOVOS E SIMILARES",2019-02-14,,2020-02-14,2020-06-15,2021-06-30,62.0,2022-02-22,60
Petição encerrada,DERMONASE (NISTATINA + ÓXIDO DE ZINCO),Renovação de Registro,142 - SIMILAR - Renovação de Registro de Medicamento,25351.471439/2009-28,25352.109178/2019-74,0142454/19-8,"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início:  13/07/2022
Encontra-se na: GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS",FILA DE ANÁLISE,SIMILAR,MEDICAMENTO,RENOVAÇÃO,"GENÉRICOS, NOVOS E SIMILARES",2019-02-14,,2020-02-14,2020-06-15,2021-06-30,62.0,2022-03-03,60
Petição encerrada,DERMONASE (NISTATINA + ÓXIDO DE ZINCO),Renovação de Registro,142 - SIMILAR - Renovação de Registro de Medicamento,25351.471439/2009-28,25352.109178/2019-74,0142454/19-8,"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início:  13/07/2022
Encontra-se na: GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS",FILA DE ANÁLISE,SIMILAR,MEDICAMENTO,RENOVAÇÃO,"GENÉRICOS, NOVOS E SIMILARES",2019-02-14,,2020-02-14,2020-06-15,2021-06-30,62.0,2022-03-08,60
Petição encerrada,DERMONASE (NISTATINA + ÓXIDO DE ZINCO),Renovação de Registro,142 - SIMILAR - Renovação de Registro de Medicamento,25351.471439/2009-28,25352.109178/2019-74,0142454/19-8,"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início:  13/07/2022
Encontra-se na: GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS",FILA DE ANÁLISE,SIMILAR,MEDICAMENTO,RENOVAÇÃO,"GENÉRICOS, NOVOS E SIMILARES",2019-02-14,,2020-02-14,2020-06-15,2021-06-30,62.0,2022-03-15,60
Petição encerrada,DERMONASE (NISTATINA + ÓXIDO DE ZINCO),Renovação de Registro,142 - SIMILAR - Renovação de Registro de Medicamento,25351.471439/2009-28,25352.109178/2019-74,0142454/19-8,"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início:  13/07/2022
Encontra-se na: GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS",FILA DE ANÁLISE,SIMILAR,MEDICAMENTO,RENOVAÇÃO,"GENÉRICOS, NOVOS E SIMILARES",2019-02-14,,2020-02-14,2020-06-15,2021-06-30,62.0,2022-03-22,60
Petição encerrada,DERMONASE (NISTATINA + ÓXIDO DE ZINCO),Renovação de Registro,142 - SIMILAR - Renovação de Registro de Medicamento,25351.471439/2009-28,25352.109178/2019-74,0142454/19-8,"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início:  13/07/2022
Encontra-se na: GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS",FILA DE ANÁLISE,SIMILAR,MEDICAMENTO,RENOVAÇÃO,"GENÉRICOS, NOVOS E SIMILARES",2019-02-14,,2020-02-14,2020-06-15,2021-06-30,62.0,2022-03-29,60
Petição encerrada,DERMONASE (NISTATINA + ÓXIDO DE ZINCO),Renovação de Registro,142 - SIMILAR - Renovação de Registro de Medicamento,25351.471439/2009-28,25352.109178/2019-74,0142454/19-8,"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início:  13/07/2022
Encontra-se na: GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS",FILA DE ANÁLISE,SIMILAR,MEDICAMENTO,RENOVAÇÃO,"GENÉRICOS, NOVOS E SIMILARES",2019-02-14,,2020-02-14,2020-06-15,2021-06-30,62.0,2022-04-05,60
Petição encerrada,DERMONASE (NISTATINA + ÓXIDO DE ZINCO),Renovação de Registro,142 - SIMILAR - Renovação de Registro de Medicamento,25351.471439/2009-28,25352.109178/2019-74,0142454/19-8,"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início:  13/07/2022
Encontra-se na: GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS",FILA DE ANÁLISE,SIMILAR,MEDICAMENTO,RENOVAÇÃO,"GENÉRICOS, NOVOS E SIMILARES",2019-02-14,,2020-02-14,2020-06-15,2021-06-30,62.0,2022-04-12,60
Petição encerrada,DERMONASE (NISTATINA + ÓXIDO DE ZINCO),Renovação de Registro,142 - SIMILAR - Renovação de Registro de Medicamento,25351.471439/2009-28,25352.109178/2019-74,0142454/19-8,"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início:  13/07/2022
Encontra-se na: GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS",FILA DE ANÁLISE,SIMILAR,MEDICAMENTO,RENOVAÇÃO,"GENÉRICOS, NOVOS E SIMILARES",2019-02-14,,2020-02-14,2020-06-15,2021-06-30,62.0,2022-04-19,60
Petição encerrada,DERMONASE (NISTATINA + ÓXIDO DE ZINCO),Renovação de Registro,142 - SIMILAR - Renovação de Registro de Medicamento,25351.471439/2009-28,25352.109178/2019-74,0142454/19-8,"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início:  13/07/2022
Encontra-se na: GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS",FILA DE ANÁLISE,SIMILAR,MEDICAMENTO,RENOVAÇÃO,"GENÉRICOS, NOVOS E SIMILARES",2019-02-14,,2020-02-14,2020-06-15,2021-06-30,62.0,2022-04-26,60
Petição encerrada,DERMONASE (NISTATINA + ÓXIDO DE ZINCO),Renovação de Registro,142 - SIMILAR - Renovação de Registro de Medicamento,25351.471439/2009-28,25352.109178/2019-74,0142454/19-8,"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início:  13/07/2022
Encontra-se na: GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS",FILA DE ANÁLISE,SIMILAR,MEDICAMENTO,RENOVAÇÃO,"GENÉRICOS, NOVOS E SIMILARES",2019-02-14,,2020-02-14,2020-06-15,2021-06-30,62.0,2022-05-03,60
Petição encerrada,DERMONASE (NISTATINA + ÓXIDO DE ZINCO),Renovação de Registro,142 - SIMILAR - Renovação de Registro de Medicamento,25351.471439/2009-28,25352.109178/2019-74,0142454/19-8,"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início:  13/07/2022
Encontra-se na: GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS",FILA DE ANÁLISE,SIMILAR,MEDICAMENTO,RENOVAÇÃO,"GENÉRICOS, NOVOS E SIMILARES",2019-02-14,,2020-02-14,2020-06-15,2021-06-30,62.0,2022-05-10,60
Petição encerrada,DERMONASE (NISTATINA + ÓXIDO DE ZINCO),Renovação de Registro,142 - SIMILAR - Renovação de Registro de Medicamento,25351.471439/2009-28,25352.109178/2019-74,0142454/19-8,"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início:  13/07/2022
Encontra-se na: GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS",FILA DE ANÁLISE,SIMILAR,MEDICAMENTO,RENOVAÇÃO,"GENÉRICOS, NOVOS E SIMILARES",2019-02-14,,2020-02-14,2020-06-15,2021-06-30,62.0,2022-05-17,58
Petição encerrada,DERMONASE (NISTATINA + ÓXIDO DE ZINCO),Renovação de Registro,142 - SIMILAR - Renovação de Registro de Medicamento,25351.471439/2009-28,25352.109178/2019-74,0142454/19-8,"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início:  13/07/2022
Encontra-se na: GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS",FILA DE ANÁLISE,SIMILAR,MEDICAMENTO,RENOVAÇÃO,"GENÉRICOS, NOVOS E SIMILARES",2019-02-14,,2020-02-14,2020-06-15,2021-06-30,62.0,2022-05-24,58
Petição encerrada,DERMONASE (NISTATINA + ÓXIDO DE ZINCO),Renovação de Registro,142 - SIMILAR - Renovação de Registro de Medicamento,25351.471439/2009-28,25352.109178/2019-74,0142454/19-8,"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início:  13/07/2022
Encontra-se na: GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS",FILA DE ANÁLISE,SIMILAR,MEDICAMENTO,RENOVAÇÃO,"GENÉRICOS, NOVOS E SIMILARES",2019-02-14,,2020-02-14,2020-06-15,2021-06-30,62.0,2022-05-31,58
Petição encerrada,DERMONASE (NISTATINA + ÓXIDO DE ZINCO),Renovação de Registro,142 - SIMILAR - Renovação de Registro de Medicamento,25351.471439/2009-28,25352.109178/2019-74,0142454/19-8,"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início:  13/07/2022
Encontra-se na: GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS",FILA DE ANÁLISE,SIMILAR,MEDICAMENTO,RENOVAÇÃO,"GENÉRICOS, NOVOS E SIMILARES",2019-02-14,,2020-02-14,2020-06-15,2021-06-30,62.0,2022-06-07,58
Petição encerrada,DERMONASE (NISTATINA + ÓXIDO DE ZINCO),Renovação de Registro,142 - SIMILAR - Renovação de Registro de Medicamento,25351.471439/2009-28,25352.109178/2019-74,0142454/19-8,"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início:  13/07/2022
Encontra-se na: GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS",FILA DE ANÁLISE,SIMILAR,MEDICAMENTO,RENOVAÇÃO,"GENÉRICOS, NOVOS E SIMILARES",2019-02-14,,2020-02-14,2020-06-15,2021-06-30,62.0,2022-06-14,58
Petição encerrada,DERMONASE (NISTATINA + ÓXIDO DE ZINCO),Renovação de Registro,142 - SIMILAR - Renovação de Registro de Medicamento,25351.471439/2009-28,25352.109178/2019-74,0142454/19-8,"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início:  13/07/2022
Encontra-se na: GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS",FILA DE ANÁLISE,SIMILAR,MEDICAMENTO,RENOVAÇÃO,"GENÉRICOS, NOVOS E SIMILARES",2019-02-14,,2020-02-14,2020-06-15,2021-06-30,62.0,2022-06-21,58
Petição encerrada,DERMONASE (NISTATINA + ÓXIDO DE ZINCO),Renovação de Registro,142 - SIMILAR - Renovação de Registro de Medicamento,25351.471439/2009-28,25352.109178/2019-74,0142454/19-8,"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início:  13/07/2022
Encontra-se na: GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS",FILA DE ANÁLISE,SIMILAR,MEDICAMENTO,RENOVAÇÃO,"GENÉRICOS, NOVOS E SIMILARES",2019-02-14,,2020-02-14,2020-06-15,2021-06-30,62.0,2022-06-28,58
Petição encerrada,DERMONASE (NISTATINA + ÓXIDO DE ZINCO),Renovação de Registro,142 - SIMILAR - Renovação de Registro de Medicamento,25351.471439/2009-28,25352.109178/2019-74,0142454/19-8,"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início:  13/07/2022
Encontra-se na: GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS",FILA DE ANÁLISE,SIMILAR,MEDICAMENTO,RENOVAÇÃO,"GENÉRICOS, NOVOS E SIMILARES",2019-02-14,,2020-02-14,2020-06-15,2021-06-30,62.0,2022-07-05,58
Petição encerrada,DERMONASE (NISTATINA + ÓXIDO DE ZINCO),Renovação de Registro,142 - SIMILAR - Renovação de Registro de Medicamento,25351.471439/2009-28,25352.109178/2019-74,0142454/19-8,"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início:  13/07/2022
Encontra-se na: GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS",FILA DE ANÁLISE,SIMILAR,MEDICAMENTO,RENOVAÇÃO,"GENÉRICOS, NOVOS E SIMILARES",2019-02-14,,2020-02-14,2020-06-15,2021-06-30,62.0,2022-07-19,120
Petição encerrada,DERMONASE (NISTATINA + ÓXIDO DE ZINCO),Renovação de Registro,142 - SIMILAR - Renovação de Registro de Medicamento,25351.471439/2009-28,25352.109178/2019-74,0142454/19-8,"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início:  13/07/2022
Encontra-se na: GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS",FILA DE ANÁLISE,SIMILAR,MEDICAMENTO,RENOVAÇÃO,"GENÉRICOS, NOVOS E SIMILARES",2019-02-14,,2020-02-14,2020-06-15,2021-06-30,62.0,2022-07-26,120
Em Análise,DESLORATADINA COMPRIMIDO ,Registro de Medicamento,155 - GENERICO - Registro de Medicamento,25351.347488/2022-09,20220.000004/4337-05,4640451/22-1,"Situação atual: Em análise
Início: 21/09/2022

Status: Distribuído para a área responsável
Início: 01/09/2022
Encontra-se na: ARQVO - ARQUIVO - GERÊNCIA DE GESTÃO DOCUMENTAL",FILA DE ANÁLISE,GENÉRICO,MEDICAMENTO,REGISTRO,GENÉRICOS E SIMILARES,2022-09-01,,2023-09-01,2024-01-01,,,2022-09-06,16
Em Análise,DESLORATADINA COMPRIMIDO ,Registro de Medicamento,155 - GENERICO - Registro de Medicamento,25351.347488/2022-09,20220.000004/4337-05,4640451/22-1,"Situação atual: Em análise
Início: 21/09/2022

Status: Distribuído para a área responsável
Início: 01/09/2022
Encontra-se na: ARQVO - ARQUIVO - GERÊNCIA DE GESTÃO DOCUMENTAL",FILA DE ANÁLISE,GENÉRICO,MEDICAMENTO,REGISTRO,GENÉRICOS E SIMILARES,2022-09-01,,2023-09-01,2024-01-01,,,2022-09-13,16
Em Análise,DESLORATADINA COMPRIMIDO ,Registro de Medicamento,155 - GENERICO - Registro de Medicamento,25351.347488/2022-09,20220.000004/4337-05,4640451/22-1,"Situação atual: Em análise
Início: 21/09/2022

Status: Distribuído para a área responsável
Início: 01/09/2022
Encontra-se na: ARQVO - ARQUIVO - GERÊNCIA DE GESTÃO DOCUMENTAL",FILA DE ANÁLISE,GENÉRICO,MEDICAMENTO,REGISTRO,GENÉRICOS E SIMILARES,2022-09-01,,2023-09-01,2024-01-01,,,2022-09-20,16
Distribuído para a área responsável,DESLORATADINA COMPRIMIDO ,Registro de Medicamento,12107 - GENÉRICO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro,25351.347488/2022-09,20220.000004/4504-93,4659896/22-1,"Situação atual: Distribuído para a área responsável
Início: 07/09/2022
Encontra-se na: GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS",LISTA DE ANÁLISE,GENÉRICO,MEDICAMENTO,REGISTRO,FIDR - ANÁLISE DE QUALIDADE DE REGISTRO,2022-09-07,,2023-09-07,2024-01-07,,,2022-09-06,247
Distribuído para a área responsável,DESLORATADINA COMPRIMIDO ,Registro de Medicamento,12107 - GENÉRICO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro,25351.347488/2022-09,20220.000004/4504-93,4659896/22-1,"Situação atual: Distribuído para a área responsável
Início: 07/09/2022
Encontra-se na: GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS",LISTA DE ANÁLISE,GENÉRICO,MEDICAMENTO,REGISTRO,FIDR - ANÁLISE DE QUALIDADE DE REGISTRO,2022-09-07,,2023-09-07,2024-01-07,,,2022-09-13,242
Distribuído para a área responsável,DESLORATADINA COMPRIMIDO ,Registro de Medicamento,12107 - GENÉRICO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro,25351.347488/2022-09,20220.000004/4504-93,4659896/22-1,"Situação atual: Distribuído para a área responsável
Início: 07/09/2022
Encontra-se na: GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS",LISTA DE ANÁLISE,GENÉRICO,MEDICAMENTO,REGISTRO,FIDR - ANÁLISE DE QUALIDADE DE REGISTRO,2022-09-07,,2023-09-07,2024-01-07,,,2022-09-20,238
