#NUM_EXPEDIENTE_PETICAO,DESC_FILA_ANALISE,DESC_SUB_FILA_LISTA_ANALISE,DESC_GRUPO_ETAPA_CICLO_ANALISE,TEMPO
207846155,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,463.0
207846155,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,0.0
211017102,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,99.0
211017102,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,12.0
211017102,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,0.0
211017102,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,7.0
212660195,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,179.0
214798200,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,99.0
214798200,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Exigência,134.0
218536109,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,1054.0
218536109,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,22.0
218536109,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,0.0
218536109,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,6.0
218545108,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,2794.0
218545108,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Exigência,41.0
218545108,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise de Cumprimento de Exigência,90.0
218559108,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,172.0
218559108,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,3865.0
218559108,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,6.0
218791134,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,334.0
242595145,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,67.0
242595145,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,10.0
244566142,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,15.0
244566142,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,314.0
244566142,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,14.0
249033191,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,217.0
249033191,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,990.0
249033191,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,0.0
249033191,RENOVAÇÃO,"Genéricos, Novos e Similares",Outras Etapas,24.0
260736171,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Fila de Análise,133.0
260736171,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Análise em Andamento,27.0
260736171,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Finalização,62.0
262089208,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,81.0
264281206,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,81.0
265172156,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,215.0
265172156,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,1989.0
265172156,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,6.0
268099148,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,240.0
268684188,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,208.0
268684188,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,1347.0
268684188,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,0.0
268687182,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,208.0
268687182,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,76.0
268687182,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,0.0
269145181,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Fila de Análise,26.0
269181187,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Fila de Análise,26.0
271632101,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,154.0
271632101,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,507.0
271632101,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,53.0
275932152,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,6.0
275932152,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise em Andamento,13.0
275932152,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Finalização,26.0
283495102,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,296.0
283495102,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,7.0
283495102,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,11.0
300474151,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Fila de Análise,232.0
304987156,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,22.0
304987156,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,1750.0
304987156,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,0.0
305732121,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,32.0
305732121,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,16.0
305732121,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,0.0
305732121,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,5.0
306061096,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Fila de Análise,763.0
306061096,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Análise em Andamento,29.0
306061096,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Exigência,30.0
306061096,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Análise de Cumprimento de Exigência,1.0
306061096,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Análise em Andamento,60.0
306061096,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Finalização,8.0
306061096,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Análise de Cumprimento de Exigência,0.0
306061096,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Finalização,5.0
313689112,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,245.0
313689112,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,36.0
313689112,RENOVAÇÃO,"Genéricos, Novos e Similares",Exigência,28.0
313689112,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,13.0
313689112,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise de Cumprimento de Exigência,0.0
313689112,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,12.0
314435206,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Fila de Análise,0.0
315361204,PÓS-REGISTRO,Fitoterápicos - Menor complexidade,Fila de Análise,4.0
315361204,PÓS-REGISTRO,Fitoterápicos - Menor complexidade,Finalização,6.0
315788111,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,15.0
315788111,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,3.0
315788111,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Exigência,21.0
315788111,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise de Cumprimento de Exigência,0.0
315788111,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,665.0
315788111,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise de Cumprimento de Exigência,0.0
315788111,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,0.0
319741137,REGISTRO,Clones,Fila de Análise,2.0
319741137,REGISTRO,Clones,Análise em Andamento,495.0
319741137,REGISTRO,Clones,Finalização,8.0
319741137,REGISTRO,Clones,Análise em Andamento,0.0
319741137,REGISTRO,Clones,Finalização,4.0
323886095,REGISTRO,Genéricos e Similares,Fila de Análise,275.0
323886095,REGISTRO,Genéricos e Similares,Análise em Andamento,34.0
323886095,REGISTRO,Genéricos e Similares,Exigência,47.0
323886095,REGISTRO,Genéricos e Similares,Análise em Andamento,148.0
323886095,REGISTRO,Genéricos e Similares,Análise de Cumprimento de Exigência,8.0
323886095,REGISTRO,Genéricos e Similares,Análise em Andamento,0.0
323886095,REGISTRO,Genéricos e Similares,Exigência,78.0
323886095,REGISTRO,Genéricos e Similares,Análise de Cumprimento de Exigência,1.0
323886095,REGISTRO,Genéricos e Similares,Análise em Andamento,48.0
323886095,REGISTRO,Genéricos e Similares,Análise de Cumprimento de Exigência,1.0
323886095,REGISTRO,Genéricos e Similares,Finalização,18.0
325591103,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,569.0
325591103,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,70.0
325591103,RENOVAÇÃO,"Genéricos, Novos e Similares",Exigência,29.0
325591103,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,26.0
325591103,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise de Cumprimento de Exigência,0.0
325591103,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,12.0
325703137,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,2217.0
331020145,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,244.0
341521190,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,241.0
341521190,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,939.0
341521190,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,0.0
341521190,RENOVAÇÃO,"Genéricos, Novos e Similares",Outras Etapas,24.0
342584203,"Bula, Rotulagem e Nome Comercial","Análise de bula, dizeres de rotulagem e nome comercial",Fila de Análise,239.0
342584203,"Bula, Rotulagem e Nome Comercial","Análise de bula, dizeres de rotulagem e nome comercial",Análise em Andamento,1.0
342584203,"Bula, Rotulagem e Nome Comercial","Análise de bula, dizeres de rotulagem e nome comercial",Exigência,97.0
342584203,"Bula, Rotulagem e Nome Comercial","Análise de bula, dizeres de rotulagem e nome comercial",Análise de Cumprimento de Exigência,1.0
342584203,"Bula, Rotulagem e Nome Comercial","Análise de bula, dizeres de rotulagem e nome comercial",Análise em Andamento,0.0
342584203,"Bula, Rotulagem e Nome Comercial","Análise de bula, dizeres de rotulagem e nome comercial",Finalização,0.0
348078180,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,199.0
348078180,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,4.0
348078180,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,0.0
348078180,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,7.0
348697134,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,71.0
348697134,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,11.0
348697134,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,0.0
348697134,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,13.0
371474138,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,949.0
371474138,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise em Andamento,189.0
371474138,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Finalização,7.0
371477132,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,949.0
371477132,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise em Andamento,3.0
371477132,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Exigência,120.0
371477132,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise de Cumprimento de Exigência,25.0
371477132,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise em Andamento,1.0
371477132,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Exigência,20.0
371477132,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise de Cumprimento de Exigência,20.0
371477132,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Finalização,2.0
371477132,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise de Cumprimento de Exigência,0.0
371477132,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Finalização,5.0
373626101,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,365.0
373626101,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,69.0
373626101,RENOVAÇÃO,"Genéricos, Novos e Similares",Exigência,90.0
373626101,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise de Cumprimento de Exigência,3.0
373626101,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,318.0
373626101,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,15.0
373626101,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise de Cumprimento de Exigência,0.0
373626101,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,6.0
377488171,REGISTRO,Clones,Fila de Análise,22.0
377488171,REGISTRO,Clones,Finalização,17.0
380774146,RENOVAÇÃO,Específicos,Fila de Análise,176.0
380774146,RENOVAÇÃO,Específicos,Análise em Andamento,2.0
380774146,RENOVAÇÃO,Específicos,Exigência,91.0
380774146,RENOVAÇÃO,Específicos,Análise de Cumprimento de Exigência,4.0
380774146,RENOVAÇÃO,Específicos,Análise em Andamento,3.0
380774146,RENOVAÇÃO,Específicos,Análise em Andamento,5.0
380774146,RENOVAÇÃO,Específicos,Análise de Cumprimento de Exigência,0.0
380774146,RENOVAÇÃO,Específicos,Exigência,90.0
380774146,RENOVAÇÃO,Específicos,Análise de Cumprimento de Exigência,7.0
380774146,RENOVAÇÃO,Específicos,Análise em Andamento,1.0
380774146,RENOVAÇÃO,Específicos,Exigência,41.0
380774146,RENOVAÇÃO,Específicos,Análise de Cumprimento de Exigência,7.0
380774146,RENOVAÇÃO,Específicos,Finalização,34.0
382277130,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,1814.0
382293131,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,1814.0
384877149,PÓS-REGISTRO,Específicos - Prazo de análise,Fila de Análise,174.0
384877149,PÓS-REGISTRO,Específicos - Prazo de análise,Análise em Andamento,2.0
384877149,PÓS-REGISTRO,Específicos - Prazo de análise,Exigência,32.0
384877149,PÓS-REGISTRO,Específicos - Prazo de análise,Análise de Cumprimento de Exigência,24.0
384877149,PÓS-REGISTRO,Específicos - Prazo de análise,Análise em Andamento,5.0
384877149,PÓS-REGISTRO,Específicos - Prazo de análise,Finalização,14.0
384877149,PÓS-REGISTRO,Específicos - Prazo de análise,Análise de Cumprimento de Exigência,0.0
384877149,PÓS-REGISTRO,Específicos - Prazo de análise,Finalização,5.0
388619121,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,1100.0
391599139,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,91.0
391599139,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,13.0
391599139,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,0.0
391599139,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,12.0
393256127,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,2167.0
399972186,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Fila de Análise,31.0
400018188,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Fila de Análise,31.0
400082180,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Fila de Análise,45.0
409039130,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,526.0
415728201,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Fila de Análise,0.0
417654175,REGISTRO,Clones,Fila de Análise,25.0
417654175,REGISTRO,Clones,Análise em Andamento,10.0
417654175,REGISTRO,Clones,Exigência,83.0
417654175,REGISTRO,Clones,Análise de Cumprimento de Exigência,5.0
417654175,REGISTRO,Clones,Finalização,9.0
417654175,REGISTRO,Clones,Análise em Andamento,0.0
417654175,REGISTRO,Clones,Finalização,5.0
419222152,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Fila de Análise,362.0
419222152,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Análise em Andamento,8.0
419222152,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Finalização,0.0
425637099,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Fila de Análise,680.0
425637099,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Finalização,13.0
426440191,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,276.0
426916201,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Fila de Análise,0.0
437311181,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,200.0
437311181,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,1303.0
437311181,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,0.0
437354185,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,200.0
437354185,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,1302.0
437354185,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,0.0
439710190,PÓS-REGISTRO,Específicos - Menor complexidade,Fila de Análise,20.0
439710190,PÓS-REGISTRO,Específicos - Menor complexidade,Finalização,25.0
439870190,PÓS-REGISTRO,Fitoterápicos - Maior complexidade,Fila de Análise,111.0
439870190,PÓS-REGISTRO,Fitoterápicos - Maior complexidade,Análise em Andamento,19.0
439870190,PÓS-REGISTRO,Fitoterápicos - Maior complexidade,Exigência,1.0
439870190,PÓS-REGISTRO,Fitoterápicos - Maior complexidade,Análise de Cumprimento de Exigência,30.0
439870190,PÓS-REGISTRO,Fitoterápicos - Maior complexidade,Finalização,11.0
445882186,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Fila de Análise,10.0
445882186,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Análise em Andamento,1.0
445882186,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Exigência,11.0
445882186,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Análise de Cumprimento de Exigência,36.0
445882186,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Análise em Andamento,0.0
445882186,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Finalização,0.0
447815131,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,2192.0
460697053,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,45.0
460697053,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,1.0
460697053,RENOVAÇÃO,"Genéricos, Novos e Similares",Exigência,58.0
460697053,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise de Cumprimento de Exigência,47.0
460697053,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,8.0
460697053,RENOVAÇÃO,"Genéricos, Novos e Similares",Exigência,34.0
460697053,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise de Cumprimento de Exigência,2667.0
460697053,RENOVAÇÃO,"Genéricos, Novos e Similares",Outras Etapas,0.0
460697053,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,0.0
468640093,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Fila de Análise,653.0
468640093,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Finalização,11.0
468640093,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Análise em Andamento,0.0
468640093,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Finalização,6.0
483163122,RENOVAÇÃO,Específicos,Fila de Análise,248.0
484970121,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,46.0
484970121,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,60.0
484970121,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,0.0
484970121,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,13.0
486733185,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,208.0
486733185,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,1279.0
486733185,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,0.0
488526171,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Fila de Análise,0.0
488526171,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Análise em Andamento,4.0
488526171,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Finalização,10.0
499933199,REGISTRO,Clones,Fila de Análise,41.0
499933199,REGISTRO,Clones,Análise em Andamento,7.0
499933199,REGISTRO,Clones,Finalização,13.0
507330128,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,240.0
507330128,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,232.0
507330128,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,20.0
507330128,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,0.0
507330128,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,4.0
507336127,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,472.0
507336127,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Finalização,20.0
507336127,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise em Andamento,0.0
507336127,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Finalização,4.0
516023135,EQUIVALÊNCIA TERAPÊUTICA,Estudos de Equivalência Terapêutica,Fila de Análise,231.0
517181204,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Fila de Análise,0.0
528107095,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,624.0
528107095,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,1.0
528107095,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,31.0
536023104,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,218.0
536023104,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,811.0
536023104,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,7.0
536023104,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,0.0
536023104,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,20.0
540853209,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Fila de Análise,0.0
542500190,REGISTRO,Clones,Fila de Análise,40.0
542500190,REGISTRO,Clones,Análise em Andamento,4.0
542500190,REGISTRO,Clones,Exigência,4.0
542500190,REGISTRO,Clones,Análise de Cumprimento de Exigência,35.0
542500190,REGISTRO,Clones,Finalização,1.0
542500190,REGISTRO,Clones,Análise em Andamento,0.0
542500190,REGISTRO,Clones,Finalização,5.0
546431215,REGISTRO,Fitoterápicos,Fila de Análise,92.0
546431215,REGISTRO,Fitoterápicos,Análise em Andamento,8.0
546431215,REGISTRO,Fitoterápicos,Exigência,104.0
546431215,REGISTRO,Fitoterápicos,Análise de Cumprimento de Exigência,8.0
546431215,REGISTRO,Fitoterápicos,Análise em Andamento,5.0
546431215,REGISTRO,Fitoterápicos,Finalização,13.0
553741120,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,236.0
553741120,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Finalização,13.0
553741120,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise em Andamento,0.0
553741120,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Finalização,6.0
553762122,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,236.0
553762122,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Finalização,13.0
553762122,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise em Andamento,0.0
553762122,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Finalização,6.0
554577113,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,268.0
554577113,RENOVAÇÃO,"Genéricos, Novos e Similares",Outras Etapas,11.0
555538158,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,9.0
555538158,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise em Andamento,5.0
555538158,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Exigência,8.0
555538158,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise de Cumprimento de Exigência,9.0
555538158,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Finalização,14.0
555538158,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise em Andamento,0.0
555538158,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise de Cumprimento de Exigência,0.0
555538158,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Finalização,10.0
555552153,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,9.0
555552153,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise em Andamento,22.0
555552153,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Finalização,24.0
561079116,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,217.0
561079116,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,41.0
561079116,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,0.0
561079116,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,5.0
572720121,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,427.0
572720121,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,14.0
572720121,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,20.0
574079117,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,14.0
574079117,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,7.0
574079117,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,0.0
574079117,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,6.0
576728188,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,274.0
576784189,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,274.0
