NOME_PRODUTO,EMPRESA_DETENTORA_REGISTRO,#NUM_EXPEDIENTE_PETICAO,NUM_PROCESSO_PETICAO,S_N_PETICAO_PRIMARIA,COD_ASSUNTO_PETICAO,DESC_ASSUNTO_PETICAO,DATA_SITUACAO_ATUAL_PETICAO,DESC_SITUACAO_ATUAL_PETICAO,DESC_TIPO_DOCUMENTO,DESC_AREA_INTERESSE,DESC_FILA_ANALISE,DESC_SUB_FILA_LISTA_ANALISE,DESC_GRUPO_ETAPA_CICLO_ANALISE,DATA_INI_OCORRENCIA_GRP_ETAPA,DATA_FIM_OCORRENCIA_GRP_ETAPA,TEMPO
RANYTISAN,17115437000173 - LABORATÓRIO GLOBO SA,234828064,25000024345,N,104,Alteração de excipiente,07/21/2008 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise em Andamento,2008-07-16,2008-07-16,0
RANYTISAN,17115437000173 - LABORATÓRIO GLOBO SA,234828064,25000024345,N,104,Alteração de excipiente,07/21/2008 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Finalização,2008-07-16,2008-07-21,5
Cloridrato de Bromexina,17115437000173 - LABORATÓRIO GLOBO SA,234835077,25351184926,S,155,GENERICO - Registro de Medicamento,03/03/2008 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Genéricos e Similares,Fila de Análise,2007-04-19,2007-04-26,7
Cloridrato de Bromexina,17115437000173 - LABORATÓRIO GLOBO SA,234835077,25351184926,S,155,GENERICO - Registro de Medicamento,03/03/2008 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Genéricos e Similares,Análise em Andamento,2007-04-26,2007-07-11,76
Cloridrato de Bromexina,17115437000173 - LABORATÓRIO GLOBO SA,234835077,25351184926,S,155,GENERICO - Registro de Medicamento,03/03/2008 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Genéricos e Similares,Exigência,2007-07-11,2007-09-03,54
Cloridrato de Bromexina,17115437000173 - LABORATÓRIO GLOBO SA,234835077,25351184926,S,155,GENERICO - Registro de Medicamento,03/03/2008 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Genéricos e Similares,Análise de Cumprimento de Exigência,2007-09-03,2007-09-03,0
Cloridrato de Bromexina,17115437000173 - LABORATÓRIO GLOBO SA,234835077,25351184926,S,155,GENERICO - Registro de Medicamento,03/03/2008 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Genéricos e Similares,Análise em Andamento,2007-09-03,2008-02-26,176
Cloridrato de Bromexina,17115437000173 - LABORATÓRIO GLOBO SA,234835077,25351184926,S,155,GENERICO - Registro de Medicamento,03/03/2008 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Genéricos e Similares,Análise de Cumprimento de Exigência,2008-02-26,2008-02-26,0
Cloridrato de Bromexina,17115437000173 - LABORATÓRIO GLOBO SA,234835077,25351184926,S,155,GENERICO - Registro de Medicamento,03/03/2008 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Genéricos e Similares,Finalização,2008-02-26,2008-03-03,6
PIROXAN,17115437000173 - LABORATÓRIO GLOBO SA,235717068,25000001556,N,104,Alteração de excipiente,10/29/2008 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,2006-05-09,2006-10-02,146
PIROXAN,17115437000173 - LABORATÓRIO GLOBO SA,235717068,25000001556,N,104,Alteração de excipiente,10/29/2008 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise em Andamento,2006-10-02,2008-10-07,736
PIROXAN,17115437000173 - LABORATÓRIO GLOBO SA,235717068,25000001556,N,104,Alteração de excipiente,10/29/2008 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Finalização,2008-10-07,2008-10-28,21
bromoprida,17115437000173 - LABORATÓRIO GLOBO SA,242595145,25351251691,N,1413,GENERICO - Inclusão de Nova Apresentação Comercial,06/16/2014 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,2014-03-31,2014-06-06,67
bromoprida,17115437000173 - LABORATÓRIO GLOBO SA,242595145,25351251691,N,1413,GENERICO - Inclusão de Nova Apresentação Comercial,06/16/2014 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,2014-06-06,2014-06-16,10
METRONIDAZOL,17115437000173 - LABORATÓRIO GLOBO SA,242896092,25991001148,N,142,SIMILAR - Renovação de Registro de Medicamento,01/25/2010 00:00:00,Publicado indeferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,2009-04-06,2009-11-26,234
METRONIDAZOL,17115437000173 - LABORATÓRIO GLOBO SA,242896092,25991001148,N,142,SIMILAR - Renovação de Registro de Medicamento,01/25/2010 00:00:00,Publicado indeferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,2009-11-26,2010-01-14,49
METRONIDAZOL,17115437000173 - LABORATÓRIO GLOBO SA,242896092,25991001148,N,142,SIMILAR - Renovação de Registro de Medicamento,01/25/2010 00:00:00,Publicado indeferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,2010-01-14,2010-01-25,11
SPECTOFLUX,17115437000173 - LABORATÓRIO GLOBO SA,244566142,25351020016,N,1627,SIMILAR - Inclusão de Nova Apresentação Comercial,03/09/2015 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,2014-03-31,2014-04-15,15
SPECTOFLUX,17115437000173 - LABORATÓRIO GLOBO SA,244566142,25351020016,N,1627,SIMILAR - Inclusão de Nova Apresentação Comercial,03/09/2015 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,2014-04-15,2015-02-23,314
SPECTOFLUX,17115437000173 - LABORATÓRIO GLOBO SA,244566142,25351020016,N,1627,SIMILAR - Inclusão de Nova Apresentação Comercial,03/09/2015 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,2015-02-23,2015-03-09,14
DEXAMETRAT,17115437000173 - LABORATÓRIO GLOBO SA,246999065,25000001562,N,194,Cancelamento de Registro da Apresentação do Medicamento a Pedido,01/29/2007 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,2006-05-17,2006-12-21,218
DEXAMETRAT,17115437000173 - LABORATÓRIO GLOBO SA,246999065,25000001562,N,194,Cancelamento de Registro da Apresentação do Medicamento a Pedido,01/29/2007 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,2006-12-21,2007-01-12,22
DEXAMETRAT,17115437000173 - LABORATÓRIO GLOBO SA,246999065,25000001562,N,194,Cancelamento de Registro da Apresentação do Medicamento a Pedido,01/29/2007 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,2007-01-12,2007-01-12,0
DEXAMETRAT,17115437000173 - LABORATÓRIO GLOBO SA,246999065,25000001562,N,194,Cancelamento de Registro da Apresentação do Medicamento a Pedido,01/29/2007 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,2007-01-12,2007-01-29,17
propionato de clobetasol,17115437000173 - LABORATÓRIO GLOBO SA,249033191,25351378030,N,143,GENÉRICO - Renovação de Registro de Medicamento,08/01/2022 00:00:00,Petição encerrada,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,2019-03-19,2019-10-22,217
propionato de clobetasol,17115437000173 - LABORATÓRIO GLOBO SA,249033191,25351378030,N,143,GENÉRICO - Renovação de Registro de Medicamento,08/01/2022 00:00:00,Petição encerrada,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,2019-10-22,2022-07-08,990
propionato de clobetasol,17115437000173 - LABORATÓRIO GLOBO SA,249033191,25351378030,N,143,GENÉRICO - Renovação de Registro de Medicamento,08/01/2022 00:00:00,Petição encerrada,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,2022-07-08,2022-07-08,0
propionato de clobetasol,17115437000173 - LABORATÓRIO GLOBO SA,249033191,25351378030,N,143,GENÉRICO - Renovação de Registro de Medicamento,08/01/2022 00:00:00,Petição encerrada,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Outras Etapas,2022-07-08,2022-08-01,24
GYNOPLUS,17115437000173 - LABORATÓRIO GLOBO SA,260736171,25000004126,N,1985,SIMILAR - Retificação de publicação - ANVISA,09/25/2017 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Fila de Análise,2017-02-15,2017-06-28,133
GYNOPLUS,17115437000173 - LABORATÓRIO GLOBO SA,260736171,25000004126,N,1985,SIMILAR - Retificação de publicação - ANVISA,09/25/2017 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Análise em Andamento,2017-06-28,2017-07-25,27
GYNOPLUS,17115437000173 - LABORATÓRIO GLOBO SA,260736171,25000004126,N,1985,SIMILAR - Retificação de publicação - ANVISA,09/25/2017 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Finalização,2017-07-25,2017-09-25,62
AZITROMICINA,17115437000173 - LABORATÓRIO GLOBO SA,262089208,25351280059,N,10941,RDC 73/2016 - GENÉRICO - Inclusão de novo fabricante do IFA,04/14/2020 00:00:00,Aprovação condicional  ausência de manifestação no prazo legal,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,2020-01-24,2020-04-14,81
ZOLPROX,17115437000173 - LABORATÓRIO GLOBO SA,264281206,25351717878,N,10943,RDC 73/2016 - SIMILAR - Inclusão de novo fabricante do IFA,04/14/2020 00:00:00,Aprovação condicional  ausência de manifestação no prazo legal,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,2020-01-24,2020-04-14,81
HIDROXIDO DE ALUMINIO + HIDROXIDO DE MAGNESIO + DIMETICONA,17115437000173 - LABORATÓRIO GLOBO SA,265172156,25000016386,N,142,SIMILAR - Renovação de Registro de Medicamento,04/20/2022 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,2015-03-25,2015-10-26,215
HIDROXIDO DE ALUMINIO + HIDROXIDO DE MAGNESIO + DIMETICONA,17115437000173 - LABORATÓRIO GLOBO SA,265172156,25000016386,N,142,SIMILAR - Renovação de Registro de Medicamento,04/20/2022 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,2015-10-26,2021-04-06,1989
HIDROXIDO DE ALUMINIO + HIDROXIDO DE MAGNESIO + DIMETICONA,17115437000173 - LABORATÓRIO GLOBO SA,265172156,25000016386,N,142,SIMILAR - Renovação de Registro de Medicamento,04/20/2022 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,2021-04-06,2021-04-12,6
DERMONASE,17115437000173 - LABORATÓRIO GLOBO SA,268099148,25351471439,N,142,SIMILAR - Renovação de Registro de Medicamento,12/04/2014 00:00:00,Revalidação automática,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,2014-04-08,2014-12-04,240
Ciclopirox- olamina,17115437000173 - LABORATÓRIO GLOBO SA,268684188,25351377964,N,143,GENÉRICO - Renovação de Registro de Medicamento,07/08/2022 00:00:00,Revalidação automática,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,2018-04-05,2018-10-30,208
Ciclopirox- olamina,17115437000173 - LABORATÓRIO GLOBO SA,268684188,25351377964,N,143,GENÉRICO - Renovação de Registro de Medicamento,07/08/2022 00:00:00,Revalidação automática,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,2018-10-30,2022-07-08,1347
Ciclopirox- olamina,17115437000173 - LABORATÓRIO GLOBO SA,268684188,25351377964,N,143,GENÉRICO - Renovação de Registro de Medicamento,07/08/2022 00:00:00,Revalidação automática,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,2022-07-08,2022-07-08,0
BROMETO DE IPRATRÓPIO,17115437000173 - LABORATÓRIO GLOBO SA,268687182,25351394011,N,143,GENÉRICO - Renovação de Registro de Medicamento,07/08/2022 00:00:00,Revalidação automática,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,2018-04-05,2018-10-30,208
BROMETO DE IPRATRÓPIO,17115437000173 - LABORATÓRIO GLOBO SA,268687182,25351394011,N,143,GENÉRICO - Renovação de Registro de Medicamento,07/08/2022 00:00:00,Revalidação automática,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,2018-10-30,2019-01-14,76
BROMETO DE IPRATRÓPIO,17115437000173 - LABORATÓRIO GLOBO SA,268687182,25351394011,N,143,GENÉRICO - Renovação de Registro de Medicamento,07/08/2022 00:00:00,Revalidação automática,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,2019-01-14,2019-01-14,0
cloridrato de loperamida,17115437000173 - LABORATÓRIO GLOBO SA,268917081,25351212375,S,155,GENERICO - Registro de Medicamento,04/22/2009 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Genéricos e Similares,Fila de Análise,2008-03-25,2008-04-02,8
cloridrato de loperamida,17115437000173 - LABORATÓRIO GLOBO SA,268917081,25351212375,S,155,GENERICO - Registro de Medicamento,04/22/2009 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Genéricos e Similares,Análise em Andamento,2008-04-02,2008-06-30,89
cloridrato de loperamida,17115437000173 - LABORATÓRIO GLOBO SA,268917081,25351212375,S,155,GENERICO - Registro de Medicamento,04/22/2009 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Genéricos e Similares,Exigência,2008-06-30,2008-08-12,43
cloridrato de loperamida,17115437000173 - LABORATÓRIO GLOBO SA,268917081,25351212375,S,155,GENERICO - Registro de Medicamento,04/22/2009 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Genéricos e Similares,Análise em Andamento,2008-08-12,2008-10-16,65
cloridrato de loperamida,17115437000173 - LABORATÓRIO GLOBO SA,268917081,25351212375,S,155,GENERICO - Registro de Medicamento,04/22/2009 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Genéricos e Similares,Sobrestado Externo,2008-10-16,2009-02-05,112
cloridrato de loperamida,17115437000173 - LABORATÓRIO GLOBO SA,268917081,25351212375,S,155,GENERICO - Registro de Medicamento,04/22/2009 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Genéricos e Similares,Análise de Cumprimento de Exigência,2009-02-05,2009-02-06,1
cloridrato de loperamida,17115437000173 - LABORATÓRIO GLOBO SA,268917081,25351212375,S,155,GENERICO - Registro de Medicamento,04/22/2009 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Genéricos e Similares,Finalização,2009-02-06,2009-04-20,73
cloridrato de loperamida,17115437000173 - LABORATÓRIO GLOBO SA,269145181,25351212375,N,10912,GQMED - Desistência de petição/processo a pedido,05/02/2018 00:00:00,Anuído,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Fila de Análise,2018-04-06,2018-05-02,26
INTESTIN,17115437000173 - LABORATÓRIO GLOBO SA,269181187,25351261673,N,10912,GQMED - Desistência de petição/processo a pedido,05/02/2018 00:00:00,Anuído,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Fila de Análise,2018-04-06,2018-05-02,26
PIROFEBRAN,17115437000173 - LABORATÓRIO GLOBO SA,270946095,25992009628,N,1582,ESPECÍFICO - Renovação de Registro de Medicamento,10/27/2010 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,Específicos,Fila de Análise,2009-04-14,2009-11-23,223
PIROFEBRAN,17115437000173 - LABORATÓRIO GLOBO SA,270946095,25992009628,N,1582,ESPECÍFICO - Renovação de Registro de Medicamento,10/27/2010 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,Específicos,Análise em Andamento,2009-11-23,2009-11-27,4
PIROFEBRAN,17115437000173 - LABORATÓRIO GLOBO SA,270946095,25992009628,N,1582,ESPECÍFICO - Renovação de Registro de Medicamento,10/27/2010 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,Específicos,Exigência,2009-11-27,2009-12-21,24
PIROFEBRAN,17115437000173 - LABORATÓRIO GLOBO SA,270946095,25992009628,N,1582,ESPECÍFICO - Renovação de Registro de Medicamento,10/27/2010 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,Específicos,Análise de Cumprimento de Exigência,2009-12-21,2009-12-23,2
PIROFEBRAN,17115437000173 - LABORATÓRIO GLOBO SA,270946095,25992009628,N,1582,ESPECÍFICO - Renovação de Registro de Medicamento,10/27/2010 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,Específicos,Análise em Andamento,2009-12-23,2010-01-11,19
PIROFEBRAN,17115437000173 - LABORATÓRIO GLOBO SA,270946095,25992009628,N,1582,ESPECÍFICO - Renovação de Registro de Medicamento,10/27/2010 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,Específicos,Análise de Cumprimento de Exigência,2010-01-11,2010-01-13,2
PIROFEBRAN,17115437000173 - LABORATÓRIO GLOBO SA,270946095,25992009628,N,1582,ESPECÍFICO - Renovação de Registro de Medicamento,10/27/2010 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,Específicos,Análise em Andamento,2010-01-13,2010-01-14,1
PIROFEBRAN,17115437000173 - LABORATÓRIO GLOBO SA,270946095,25992009628,N,1582,ESPECÍFICO - Renovação de Registro de Medicamento,10/27/2010 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,Específicos,Exigência,2010-01-14,2010-04-13,89
PIROFEBRAN,17115437000173 - LABORATÓRIO GLOBO SA,270946095,25992009628,N,1582,ESPECÍFICO - Renovação de Registro de Medicamento,10/27/2010 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,Específicos,Análise de Cumprimento de Exigência,2010-04-13,2010-04-19,6
PIROFEBRAN,17115437000173 - LABORATÓRIO GLOBO SA,270946095,25992009628,N,1582,ESPECÍFICO - Renovação de Registro de Medicamento,10/27/2010 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,Específicos,Análise em Andamento,2010-04-19,2010-06-07,49
PIROFEBRAN,17115437000173 - LABORATÓRIO GLOBO SA,270946095,25992009628,N,1582,ESPECÍFICO - Renovação de Registro de Medicamento,10/27/2010 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,Específicos,Análise de Cumprimento de Exigência,2010-06-07,2010-06-09,2
PIROFEBRAN,17115437000173 - LABORATÓRIO GLOBO SA,270946095,25992009628,N,1582,ESPECÍFICO - Renovação de Registro de Medicamento,10/27/2010 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,Específicos,Análise em Andamento,2010-06-09,2010-06-10,1
PIROFEBRAN,17115437000173 - LABORATÓRIO GLOBO SA,270946095,25992009628,N,1582,ESPECÍFICO - Renovação de Registro de Medicamento,10/27/2010 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,Específicos,Exigência,2010-06-10,2010-08-27,78
PIROFEBRAN,17115437000173 - LABORATÓRIO GLOBO SA,270946095,25992009628,N,1582,ESPECÍFICO - Renovação de Registro de Medicamento,10/27/2010 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,Específicos,Análise de Cumprimento de Exigência,2010-08-27,2010-08-31,4
PIROFEBRAN,17115437000173 - LABORATÓRIO GLOBO SA,270946095,25992009628,N,1582,ESPECÍFICO - Renovação de Registro de Medicamento,10/27/2010 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,Específicos,Análise em Andamento,2010-08-31,2010-09-29,29
PIROFEBRAN,17115437000173 - LABORATÓRIO GLOBO SA,270946095,25992009628,N,1582,ESPECÍFICO - Renovação de Registro de Medicamento,10/27/2010 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,Específicos,Análise de Cumprimento de Exigência,2010-09-29,2010-09-29,0
PIROFEBRAN,17115437000173 - LABORATÓRIO GLOBO SA,270946095,25992009628,N,1582,ESPECÍFICO - Renovação de Registro de Medicamento,10/27/2010 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,Específicos,Finalização,2010-09-29,2010-10-25,26
sinvasmax,17115437000173 - LABORATÓRIO GLOBO SA,271632101,25351035716,N,142,SIMILAR - Renovação de Registro de Medicamento,03/19/2012 00:00:00,Publicado indeferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,2010-04-05,2010-09-06,154
sinvasmax,17115437000173 - LABORATÓRIO GLOBO SA,271632101,25351035716,N,142,SIMILAR - Renovação de Registro de Medicamento,03/19/2012 00:00:00,Publicado indeferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,2010-09-06,2012-01-26,507
sinvasmax,17115437000173 - LABORATÓRIO GLOBO SA,271632101,25351035716,N,142,SIMILAR - Renovação de Registro de Medicamento,03/19/2012 00:00:00,Publicado indeferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,2012-01-26,2012-03-19,53
CETOMICOSS,17115437000173 - LABORATÓRIO GLOBO SA,275932152,25351641565,N,10247,SIMILAR - Alteração de local de fabricação do medicamento de liberação convencional com prazo de análise,05/11/2015 00:00:00,Publicado indeferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,2015-03-27,2015-04-02,6
CETOMICOSS,17115437000173 - LABORATÓRIO GLOBO SA,275932152,25351641565,N,10247,SIMILAR - Alteração de local de fabricação do medicamento de liberação convencional com prazo de análise,05/11/2015 00:00:00,Publicado indeferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise em Andamento,2015-04-02,2015-04-15,13
CETOMICOSS,17115437000173 - LABORATÓRIO GLOBO SA,275932152,25351641565,N,10247,SIMILAR - Alteração de local de fabricação do medicamento de liberação convencional com prazo de análise,05/11/2015 00:00:00,Publicado indeferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Finalização,2015-04-15,2015-05-11,26
GLOBAREN,17115437000173 - LABORATÓRIO GLOBO SA,283495102,25000027690,N,1627,SIMILAR - Inclusão de Nova Apresentação Comercial,09/26/2011 00:00:00,Publicado indeferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,2010-11-16,2011-09-08,296
GLOBAREN,17115437000173 - LABORATÓRIO GLOBO SA,283495102,25000027690,N,1627,SIMILAR - Inclusão de Nova Apresentação Comercial,09/26/2011 00:00:00,Publicado indeferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,2011-09-08,2011-09-15,7
GLOBAREN,17115437000173 - LABORATÓRIO GLOBO SA,283495102,25000027690,N,1627,SIMILAR - Inclusão de Nova Apresentação Comercial,09/26/2011 00:00:00,Publicado indeferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,2011-09-15,2011-09-26,11
CETOMICOSS,17115437000173 - LABORATÓRIO GLOBO SA,284204061,25000024349,N,104,Alteração de excipiente,08/14/2006 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,2006-06-05,2006-07-28,53
CETOMICOSS,17115437000173 - LABORATÓRIO GLOBO SA,284204061,25000024349,N,104,Alteração de excipiente,08/14/2006 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Finalização,2006-07-28,2006-08-03,6
CETOMICOSS,17115437000173 - LABORATÓRIO GLOBO SA,284204061,25000024349,N,104,Alteração de excipiente,08/14/2006 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise em Andamento,2006-08-03,2006-08-03,0
CETOMICOSS,17115437000173 - LABORATÓRIO GLOBO SA,284204061,25000024349,N,104,Alteração de excipiente,08/14/2006 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Finalização,2006-08-03,2006-08-14,11
OSSOMAX,17115437000173 - LABORATÓRIO GLOBO SA,291027046,25000031076,N,142,SIMILAR - Renovação de Registro de Medicamento,09/20/2004 00:00:00,Renovação automática,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,2004-09-20,2004-09-20,0
FUNGISTEN,17115437000173 - LABORATÓRIO GLOBO SA,296577081,25351012059,N,1985,SIMILAR - Retificação de publicação - ANVISA,05/05/2008 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Fila de Análise,2008-04-07,2008-04-10,3
FUNGISTEN,17115437000173 - LABORATÓRIO GLOBO SA,296577081,25351012059,N,1985,SIMILAR - Retificação de publicação - ANVISA,05/05/2008 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Análise em Andamento,2008-04-10,2008-04-28,18
FUNGISTEN,17115437000173 - LABORATÓRIO GLOBO SA,296577081,25351012059,N,1985,SIMILAR - Retificação de publicação - ANVISA,05/05/2008 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Finalização,2008-04-28,2008-05-05,7
NOVOSORO H,17115437000173 - LABORATÓRIO GLOBO SA,298490083,25351235380,S,1577,ESPECÍFICO - Registro de Medicamento,07/08/2008 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Específicos,Fila de Análise,2008-04-07,2008-04-10,3
NOVOSORO H,17115437000173 - LABORATÓRIO GLOBO SA,298490083,25351235380,S,1577,ESPECÍFICO - Registro de Medicamento,07/08/2008 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Específicos,Análise em Andamento,2008-04-10,2008-06-26,77
NOVOSORO H,17115437000173 - LABORATÓRIO GLOBO SA,298490083,25351235380,S,1577,ESPECÍFICO - Registro de Medicamento,07/08/2008 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Específicos,Finalização,2008-06-26,2008-07-07,11
